RefSeqID	FBgn	Chr	Start	End	Score	Strand	IC_4_6_K4me3_1	IC_4_6_K4me3_2	IC_6_8_K4me3_1	IC_6_8_K4me3_2	IC_8_10_K4me3_1	IC_8_10_K4me3_2	VC_4_6_K4me3_1	VC_4_6_K4me3_2	VC_68_K4me3_1_1	VC_68_K4me3_2_1	VC_810_K4me3_1_1	VC_810_K4me3_2_1	IC_4_6_K27ac_1	IC_4_6_K27ac_3	IC_6_8_K27ac_1	IC_6_8_K27ac_3	IC_8_10_K27ac_1	IC_8_10_K27ac_2	VC_4_6_K27ac_1	VC_4_6_K27ac_2	VC_68_K27ac_1_1	VC_68_K27ac_2_1	VC_810_K27ac_1_1	VC_810_K27ac_2_1	IC_4_6_K79me3_1	IC_4_6_K79me3_2	IC_6_8_K79me3_1	IC_6_8_K79me3_2	IC_8_10_K79me3_1	IC_8_10_K79me3_2	VC_4_6_K79me3_1	VC_4_6_K79me3_2	VC_68_K79me3_1_1	VC_68_K79me3_2_1	VC_810_K79me3_1_1	VC_810_K79me3_2_1	IC_4_6_K4mono_1	IC_4_6_K4mono_2	IC_6_8_K4mono_1	IC_6_8_K4mono_2	IC_8_10_K4mono_1	IC_8_10_K4mono_2	VC_4_6_K4mono_1	VC_4_6_K4mono_2	VC_68_K4mono_1_1	VC_68_K4mono_2_1	VC_810_K4mono_1_1	VC_810_K4mono_2_1	IC_4_6_K27me3_1	IC_4_6_K27me3_2	IC_6_8_K27me3_2	IC_6_8_K27me3_3	IC_8_10_K27me3_1	IC_8_10_K27me3_2	VC_4_6_K27me3_1	VC_4_6_K27me3_2	VC_68_K27me3_1_1	VC_68_K27me3_2_1	VC_810_K27me3_1_1	VC_810_K27me3_2_1	X4.6h_Ind.neg_1	X4.6h_Ind.neg_2	X4.6h_Ind.pos_1	X4.6h_Ind.pos_2	X6.8h_Ind.neg_1	X6.8h_Ind.neg_2	X6.8h_Ind.pos_1	X6.8h_Ind.pos_2	X4.6h_Vnd.neg_1	X4.6h_Vnd.neg_2	X4.6h_Vnd.pos_1	X4.6h_Vnd.pos_2	X6.8h_Vnd.neg_1	X6.8h_Vnd.neg_2	X6.8h_Vnd.pos_1	X6.8h_Vnd.pos_2	X4.6h_Pros.neg_1	X4.6h_Pros.neg_2	X4.6h_Pros.pos_1	X4.6h_Pros.pos_2	X6.8h_Pros.neg_1	X6.8h_Pros.neg_2	X6.8h_Pros.pos_1	X6.8h_Pros.pos_2	X6.8h_Elav.neg_1	X6.8h_Elav.neg_2	X6.8h_Elav.pos_1	X6.8h_Elav.pos_2	X8.10h_Elav.neg_1	X8.10h_Elav.neg_2	X8.10h_Elav.pos_1	X8.10h_Elav.pos_2	X18.22h_Elav.neg_1	X18.22h_Elav.neg_2	X18.22h_Elav.pos_1	X18.22h_Elav.pos_2	X6.8h_Repo.neg_1	X6.8h_Repo.neg_2	X6.8h_Repo.pos_1	X6.8h_Repo.pos_2	X8.10h_Repo.neg_1	X8.10h_Repo.neg_2	X8.10h_Repo.pos_1	X8.10h_Repo.pos_2	X18.22h_Repo.neg_1	X18.22h_Repo.neg_2	X18.22h_Repo.pos_1	X18.22h_Repo.pos_2	CGID	Symbol	Biotype	Tissue_46_K4me3	Tissue_68_K4me3	Tissue_810_K4me3	Tissue_46_K27ac	Tissue_68_K27ac	Tissue_810_K27ac	Tissue_46_K79me3	Tissue_68_K79me3	Tissue_810_K79me3	Tissue_46_K4me1	Tissue_68_K4me1	Tissue_810_K4me1	Tissue_46_K27me3	Tissue_68_K27me3	Tissue_810_K27me3	fit3.cluster	K4_vector	K27_vector	K79_vector	Euklidian_dist
NR_133398.1	NA	3R	14598317	14598517	500	-	4	41	18	31	17	11	14	13	20	22	36	54	60	86	105	10	59	71	126	47	215	178	177	143	10	118	48	30	47	27	72	34	45	44	55	20	88	179	143	128	150	176	259	134	452	317	420	464	53	16	14	42	61	43	70	57	59	66	64	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0.887923725775052	0.464931384216523	0	0	0	1.05919380445784	0.346242302788759	0.107715160933356	0	0	0	6	-1.51315126817996	1.35285510999157	0	2.02973981313491
NM_001259830.1	FBgn0040296	3L	14975182	14975382	500	+	102	99	114	100	375	374	334	365	361	329	523	496	267	236	301	222	174	394	472	168	657	612	811	565	302	636	424	243	381	641	491	267	440	386	339	93	142	364	243	201	219	258	283	135	561	418	475	482	72	110	74	123	126	220	126	41	165	195	169	141	12.0983763068769	12.3216062518505	13.1296734409067	13.4729044980119	12.6878383546966	12.6901134093836	13.2607488678909	13.3672182352122	11.8392231340666	11.6157640021506	12.196549750753	12.2407904456018	12.0170405875771	12.0043783010974	11.8722593538694	12.0466797550205	11.9698884526335	12.0888917551974	10.4762091770238	10.8723945380668	11.9769143137685	12.3252898672603	10.812228529795	10.4186131498054	12.4461962410904	12.0208795312388	10.7083208305492	10.1135493871354	11.9958859853631	11.9833877390551	9.87696686312188	9.69798981120206	10.7149934342002	10.2633657669712	9.53602374674254	9.47843881666186	12.8926548771348	12.7966025365405	11.3296951396753	11.3206943631468	12.6372085493436	12.1680968236262	11.0634145867051	10.542718303997	10.3864306203608	10.2506103304271	9.55351891001675	9.65919591690308	CG3396	Ocho	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0145855576025	-0.371903506689044	3	0	-2.029171115205	0	2.029171115205
NM_145757.3	FBgn0265991	2R	15816804	15817004	500	-	138	160	135	136	226	147	454	663	459	581	289	314	161	144	171	1	102	154	250	67	301	283	266	182	82	262	155	64	64	98	355	191	276	185	111	29	198	359	188	251	275	198	245	117	502	392	534	512	22	30	37	39	101	48	56	22	49	59	40	42	13.6341265251802	13.4269073110388	13.1564120962443	12.8119973445223	13.5746161290651	13.4301452828488	13.2243352973122	13.0137902509621	13.2944821526662	13.1564955667758	12.8914443321251	13.054430876374	12.9537797667454	12.8899270106131	12.8025285426235	12.8769189415386	13.2523028420796	13.444973763695	12.3857169359282	12.8632714023343	13.5184077285255	13.4071260500674	13.2276920845742	12.8101039805366	13.2976175936715	13.8199320727313	11.8537954597316	12.1032692709888	13.9568887013435	13.2831919298852	11.8958261871455	11.8607166801327	14.6558489429035	13.5098325368076	11.9867758969114	12.4074085707976	13.4733283702685	13.6088110832799	11.7687362479554	12.1820226243414	13.0002838036829	12.9790552241892	12.0426019154676	11.9611720477924	13.9805802629382	13.690001439526	12.1461797021492	12.413349488108	CG30084	Zasp52	protein_coding	0.541988897382909	0.185740837674474	0	-0.0159680852059577	1.06432911867777	-0.0328425648179597	1.27768379241157	0	0	-0.15671065833052	-0.146787053288911	-0.173329921979346	0	0	0	6	1.20455736865616	1.01551846865385	1.27768379241157	2.02847531115174
NM_057497.4	FBgn0259211	2R	17802245	17802445	500	+	813	824	517	765	853	1309	1736	2044	1757	2008	1459	1524	563	470	819	341	480	343	662	200	622	806	478	528	584	786	642	385	419	566	542	334	574	481	334	123	104	183	199	162	185	171	286	121	413	288	449	368	23	1	55	24	75	59	78	26	45	59	49	47	14.2513324397001	14.0850076880427	15.3644555494721	15.6588262734968	14.8257133676324	14.6354492647828	15.7974565907975	15.6064170336427	13.7173674371291	13.6688035831519	14.089664729181	14.3403575018169	13.8968331048909	13.7888952950156	14.0680826526634	14.0943000797377	14.1237888494335	14.4793106221877	13.2551691035098	13.5041832113426	14.3393590759922	14.4367417302824	13.7006685620865	13.3201091973797	14.514518605947	14.9160283694828	12.2564382509422	12.7469240588036	15.0221583759456	14.4829994903001	12.7289249796084	11.7735493185881	13.1856966844698	12.7187054131114	11.91914075476	12.2922577343481	14.8413847935021	14.8320799730956	12.1143244491672	12.3675236586797	14.4872296711089	14.3333523182403	12.5385116635471	12.1777520917392	12.6805438491485	12.9937143582857	11.5111187023844	12.2840261948508	CG42311	grh	protein_coding	-0.145364515886378	-0.163082944348131	0	-0.305211751613788	-0.934971078684258	-0.534964993401398	-0.260163089729405	0	-0.0654689632469704	0.936535099328095	-0.196059689749469	-0.123757002871878	0	0	0	5	-0.925165866941257	-1.77514782369944	-0.325632052976375	2.02808232359134
NM_078701.3	FBgn0085387	X	20826256	20826456	500	-	1	12	26	12	28	10	8	4	12	15	17	24	86	56	20	71	114	102	127	75	297	203	309	149	15	105	18	71	41	28	25	32	19	30	47	19	97	149	49	34	53	72	45	45	194	139	315	307	67	109	20	28	50	59	70	72	83	84	58	61	11.0500896572544	10.7087578986891	11.5294801704165	10.9833390221446	11.4157423169489	11.0886828779968	11.4494334275937	11.2187474234026	11.819103187906	11.8244942162625	12.6051715484795	12.6934895988196	11.8368522000021	11.7230837539883	12.2497099060757	12.1720243782169	12.2733830391729	11.9657843350712	12.1322853864643	12.0348553056955	11.9834074462398	11.8623994549224	12.2158072236978	12.2932446925683	11.4593182301271	10.8099118385889	13.0811707655823	13.9902530309979	11.4390242159739	11.8871218961353	13.0608005170203	13.1750345099459	12.986575377492	12.8606505549752	15.2988463044072	15.4763136248579	10.8970639751666	11.3480070027788	11.679313450432	11.8263686052038	11.2460571936711	11.5813286395274	11.6810498511459	12.2629900240246	14.1860384864516	14.0697906665137	13.5042577808219	13.5095153310359	CG34358	shakB	protein_coding	0	0	0	0	0.615343870191476	0.223872543140224	0	0	0	0	0.862132554568704	0.982994153047118	0	0	0	2	-1.84512670761582	0.8392164133317	0	2.02701177982826
NM_079738.3	FBgn0264326	3R	23348127	23348327	500	+	1380	1289	669	953	990	1172	1847	2500	1789	2006	1363	1235	604	901	659	148	330	271	646	214	778	834	505	406	157	423	235	118	175	91	268	122	125	111	78	21	120	262	178	147	191	183	240	131	487	325	421	448	93	45	12	30	63	19	91	33	50	31	51	19	12.0613784831923	12.2522657736619	11.7975554159909	11.7758914688335	11.5646344118868	11.6662203671984	11.9086308882544	11.9601798853159	11.4865977077995	11.4492394792458	11.3409919974626	11.3125486212581	11.4166497101936	11.5823262507896	11.4615423716918	11.4821353479264	11.3474187240892	11.256881240548	11.10212375891	11.0488934659123	11.6309568194593	11.7554911606433	11.3341393820199	11.2525325898662	11.7162414177266	11.2998306891325	10.6541454056501	10.2309772353016	10.8716696947891	11.0397499725085	10.0330422451224	11.0825248560353	10.6005833396124	11.3739287141747	10.5314156445576	10.1451597365581	11.7865205105123	11.6998109572384	10.3307922321247	10.9241900329547	11.2174030673222	11.2817100016576	10.9265994724036	11.4247943376396	10.5503884254033	10.8412473592025	10.2166308052	10.2482390828853	CG6768	DNApol-epsilon255	protein_coding	-0.653642048325413	-0.493619508239708	0	-0.828264063539723	-0.0569470708583087	-0.238251387878981	-0.0423115954662522	0	0	0.484518174061752	0.162035272130834	-0.110057195534343	0	0	0	3	-1.68375780722336	-1.12346252227701	-0.0423115954662522	2.02459839559789
NR_001708.2	NA	2R	10263627	10263827	500	-	25	49	78	93	204	247	250	82	166	183	376	389	239	296	360	252	154	172	303	103	337	405	281	300	109	297	71	60	149	104	49	52	67	55	96	39	193	478	260	237	366	239	231	137	531	469	452	603	47	1	41	115	39	40	91	25	69	49	104	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	-0.705987584719341	0	-0.409598985955751	-1.12945455357453	0.0113698894089047	-1.29414822779035	0	0	-0.296807331529758	-0.126561548138756	-0.517618551946947	0	0	0	5	0.23499984689612	-1.52768365012138	-1.29414822779035	2.01590225417362
NM_169781.4	FBgn0263995	3R	17919831	17920031	500	+	17	11	37	92	67	157	357	135	90	153	582	491	124	86	79	57	82	125	215	86	190	168	305	465	16	303	7	37	13	82	70	40	86	99	138	38	105	190	80	164	103	122	103	88	321	187	508	357	26	49	62	86	1	26	66	34	50	59	47	45	12.7952570852516	12.2623736041238	13.5722474020932	13.6572398503755	13.868820045113	13.7041053279349	13.9587677788238	13.6400336254416	13.7110389245411	13.5570378762776	14.0947750660584	14.4789097335142	13.3376021759183	12.9823924024143	13.3234225714343	13.4269578034758	13.6913675138874	13.8309102172222	16.8789525817795	16.9299025387652	13.554934674921	13.5034579589631	17.0790330596002	16.5097268608071	12.9648564979943	13.7090312297211	16.3068205619545	17.2939669341532	14.1519629103457	14.1247666217858	16.5712703764401	15.5003030040374	15.3430072918239	14.2240873462767	17.3147184566324	17.3884133171549	13.5444946830189	13.668617723132	17.6085318592026	16.9831892240472	13.8983276192243	13.755154910974	16.7529372135631	16.1428086670764	16.0952928114646	15.6504319874214	17.5275752361575	17.2186892310773	CG43738	cpo	protein_coding	0	-0.772590234494177	0	0.551824090923498	-0.01751066135381	1.09266899688768	0	0	0	-0.0277206920610836	-0.172978830265009	0.617069525634414	0	0	0	2	-1.1889602378025	1.62698242645737	0	2.01511743158469
NM_166402.2	FBgn0050147	2R	20618017	20618217	500	-	159	143	218	316	673	989	871	1061	1185	1401	1132	1077	708	530	846	276	405	418	725	320	1040	1180	775	693	105	254	41	54	142	82	103	65	103	98	71	22	263	392	269	239	242	171	404	175	632	440	441	468	61	37	4	69	15	25	47	32	36	28	39	24	10.7939402903445	11.0580997136109	11.1608314909936	11.4416570873068	11.089064331486	10.9154233852873	11.5411070174203	11.314121169944	10.9872507678557	10.9637878557636	11.1448903195853	11.2537105709079	11.0363031608994	11.0426395886983	11.1308004345608	11.2224349481109	11.0432660946568	11.1640490065401	11.1733558153328	11.2696202484738	11.1796476131184	11.0036963712158	11.4250527228239	11.3197218303955	10.8164392535483	11.1343484833378	10.6355391359181	10.9279650290938	11.3739074264487	11.3015255251728	11.1514949577149	10.9800001685328	12.4257049907291	11.721204752991	10.7216586912798	11.2105283656506	10.9854471069996	10.879429036164	10.9652582710819	11.0127184233905	11.0685314287249	11.0728163929383	10.8009783500345	10.8695932997995	11.6621095680602	11.7250051725448	11.3858739784563	11.5746363366393	CG30147	Hil	protein_coding	1.32495773852094	0.55505439943959	0	-0.182872935739724	-0.17575985717866	0.00368825095410856	-0.525806487505921	0	0	0.230519492394634	-0.081643305343296	-0.181117424234277	0	0	0	1	1.91225337514347	-0.354944541964275	-0.525806487505921	2.01473845968183
NM_078896.3	FBgn0261403	2R	5307287	5307487	500	+	542	796	413	720	1133	1619	2174	1974	1833	2112	2027	1926	718	925	1182	553	779	562	1073	371	884	1483	794	1237	165	916	130	114	311	210	185	109	251	194	146	51	18	26	22	8	15	13	9	6	43	35	33	28	14	10	7	26	22	31	83	11	39	21	56	41	12.5025304700688	12.7216768718375	12.6851960941651	13.0340339959732	13.0718728014845	13.0052172253562	13.281576065172	13.0031110648012	12.8223138392551	12.5693303731033	12.3907766679774	12.6159417311867	12.5134109312885	12.3928471692496	12.1042098599253	12.3689780562983	12.8147373673302	12.9226917241649	12.9126222070117	12.9698406478102	13.0577451225835	12.9904321790205	13.0997626234013	12.7349775850741	12.8930103701406	13.2237784943281	12.8891688375087	13.268472312498	13.2737546663922	12.5698476628452	13.1490477757547	12.1960165152047	13.3307261261792	12.2207866121766	13.1645373859124	13.3682465112779	13.1737338453859	13.1819348507229	13.1524660193041	12.8079017954652	13.0994388418283	12.3776824281537	12.8389309609904	12.2538548958952	12.9138801488141	12.6166480675433	13.3081781623398	13.1290356052357	CG10392	sxc	protein_coding	0.284853578581253	0.0968319424239979	0	-0.195844185896193	-0.82428533071406	-0.20905449904828	-1.10182623301536	0	-0.440581738200626	0	0	0	0	0	0	5	0.381685521005251	-1.22918401565853	-1.54240797121599	2.00888016839385
NM_079460.2	FBgn0284421	3L	20432467	20432667	500	+	351	406	239	310	1130	1106	1596	1741	1711	1712	1680	1304	713	1000	1239	414	776	548	1076	435	1039	1483	836	1291	86	399	161	137	89	209	265	142	270	285	149	40	47	142	112	67	57	82	103	56	219	160	158	189	46	1	1	62	10	42	73	17	44	16	46	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.788816935269912	0.916261294399201	0	-0.145494782271476	-0.556317744723751	-0.124600414329426	0.453977746858088	0	0	0	-0.0483862674678712	-0.0167760308533947	0	0	0	5	1.77024052799038	-0.826412941324653	0.453977746858088	2.00569331433568
NM_166438.4	NA	2R	21293767	21293967	500	+	200	308	672	766	1669	2467	2065	1535	2212	2389	2809	2534	275	205	522	15	653	450	510	205	643	754	688	1034	144	867	310	132	289	439	191	129	209	314	254	74	72	112	50	49	47	24	117	40	156	130	96	75	21	36	28	35	31	43	75	22	35	21	65	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48616292277148	-0.0607911171088877	-0.104316681771694	0.609010254205114	0.637052016148197	-0.167445747825141	-0.83298045196765	-0.044780151506481	-0.173279109205966	0	0	0	0	0	0	1	1.3210551238909	1.07861652252817	-1.0510397126801	2.00331842717523
NM_166438.4	FBgn0016726	2R	21293767	21293967	500	+	200	308	672	766	1669	2467	2065	1535	2212	2389	2809	2534	275	205	522	15	653	450	510	205	643	754	688	1034	144	867	310	132	289	439	191	129	209	314	254	74	72	112	50	49	47	24	117	40	156	130	96	75	21	36	28	35	31	43	75	22	35	21	65	57	13.6471052112151	13.7906544847133	13.611108795011	14.0074606666327	12.9281112747925	13.0008251683859	12.9245390002168	12.8203875004939	12.7051440445619	12.4212362065926	12.3037489186341	12.4740729878667	12.4975895057661	12.3389786859538	11.859682854234	12.0914891023131	12.5514179824951	12.6684496645269	12.4973049882131	12.6928949011793	12.1947055574145	12.6489403623894	12.243276536532	12.1586737429735	12.6629039690982	12.76667118996	12.642704759557	11.6891314788838	12.7436056588851	12.1809668144921	12.4022742328084	11.1526333288129	13.3594303354273	12.3478179695057	11.5916809026195	12.1582531112418	12.7914130920202	12.6276165880852	13.0066414788048	12.6510866765884	12.958096624995	12.95757178362	12.5055612568405	11.7688001953319	12.5456630793638	12.3274553952552	12.4048042769976	12.4625958151185	CG10071	RpL29	protein_coding	1.48616292277148	-0.0607911171088877	-0.104316681771694	0.609010254205114	0.637052016148197	-0.167445747825141	-0.83298045196765	-0.044780151506481	-0.173279109205966	0	0	0	0	0	0	1	1.3210551238909	1.07861652252817	-1.0510397126801	2.00331842717523
NM_142306.4	FBgn0027562	3R	16604661	16604861	500	-	1	25	29	18	11	10	18	15	32	21	59	28	145	98	113	9	119	151	171	60	291	241	272	166	38	178	77	39	68	12	52	38	23	47	46	5	76	159	86	59	113	101	149	49	244	181	277	309	99	55	131	186	72	107	200	157	152	156	160	94	9.20595883297777	9.05231588502157	9.35964228561861	8.65618591955091	8.99379174271777	9.13834678379434	9.18875701104169	9.23179860612881	9.61765033942708	9.97352727154875	10.0101896325373	9.95344754350106	10.1152130904505	10.0863554572746	10.252179140162	10.1324494606932	9.52498868365516	9.45407764273558	9.36869950859109	8.90209558287019	9.29910889823037	9.20982772215422	8.90977735806767	9.51304780013313	9.40051887293993	8.92891225282442	9.22764106559797	8.99045676984603	9.17727628709688	9.74773620165655	9.28387955672935	9.86904687667371	9.76256782321524	10.0314247642239	9.59764087255832	9.33286958784738	8.93579933307263	8.95518132010174	8.89112824712254	9.62189885896203	9.40245710407166	9.65406160339704	9.66616949844424	10.0149054464563	9.62299675913773	9.56052801086411	9.42033140069529	9.40351247931342	CG10345	CG10345	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	1.83472039275603	0.081485741991745	0.350640812175935	3	0	-1.99769187673952	0	1.99769187673952
NM_143529.3	FBgn0039761	3R	30253181	30253381	500	+	29	30	27	41	52	13	24	17	16	22	51	43	134	95	169	46	101	107	178	75	260	261	235	108	51	160	19	48	63	18	39	48	21	33	51	24	119	157	167	154	145	125	156	103	363	250	346	281	287	124	132	324	187	299	403	206	275	290	451	406	8.80774091671433	8.73169797072426	9.09255144579094	8.92220396279903	8.83802047233434	8.80512133283256	8.89838674783402	9.20209382429634	8.97182573324288	9.17776912161998	9.27108601717239	9.0993406865109	9.21184749106932	9.36128339989092	9.50877533161533	9.39793173489716	9.37347406511254	8.9053550331463	8.99331566079088	8.65618591955091	9.03059188945356	8.89015786642778	8.78121764397083	9.41705899806751	9.10508072626447	8.65618591955091	9.05290829664508	8.76398612019839	8.71977926826796	9.2995310271698	8.65618591955091	9.30834313165736	8.65618591955091	9.60960779774497	9.60463474838245	9.21774323819195	8.73535036721543	8.65618591955091	8.65618591955091	9.2480596564877	9.01291173685166	9.2338099838848	9.09709177160162	9.68428676939714	9.19034774714403	9.38018305080535	9.30295962738441	9.12331782306078	CG18404	CG18404	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0.981762396748275	0.506628039287153	0.661690419229181	3	0	-1.99501847532258	0	1.99501847532258
NR_124066.1	NA	2L	4255885	4256085	500	-	25	37	34	41	9	11	11	17	20	23	48	45	126	77	130	166	38	90	181	91	216	275	248	215	4	143	1	31	31	30	30	40	36	28	58	18	100	182	140	82	165	136	227	93	419	333	467	397	248	93	79	102	2	69	113	55	66	63	42	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.521162302327644	-0.870505445980912	1.02887173235057	0	0	0	0.613852485384342	0.639391663785992	0.20117683571202	-0.673079599100195	0	0	2	-1.45442098488235	1.3526081877975	0	1.98617454191795
NM_057743.5	FBgn0000046	3R	13425982	13426182	500	+	13	36	38	16	41	43	25	27	47	47	55	76	159	224	152	46	77	128	290	104	304	305	263	224	37	149	17	35	71	44	60	38	41	54	70	11	117	165	83	101	102	100	202	96	420	302	336	354	25	47	3	54	3	41	54	23	33	32	72	54	13.8123323550232	13.5449137762222	11.0710404408577	10.0463722672436	13.9315708497522	14.0996247291217	11.0718378125829	11.1905689535968	13.2847558362829	13.1433456068111	11.3521352984332	11.5546221481214	13.5825554531779	13.4189490689354	11.3633944053364	11.2740834501326	13.1910219640058	13.663069418531	11.4140990211373	11.7652744332635	13.2939502837429	13.8016906742041	11.985493081825	11.5972933114792	13.8601587553529	13.5589898550208	11.0591166510659	11.5542286630844	14.2183919800471	13.5664521311326	11.7308588975039	10.7502720227212	13.4337789532955	12.2750682349246	11.2375008689562	11.68060042302	14.0765735562177	13.9827443205797	11.2776690051055	11.4062567999126	13.8302607016582	13.7759293574633	11.2926121902579	10.9771215864232	12.9821306875668	12.836474744172	11.848852283185	12.0797306049127	CG18290	Act87E	protein_coding	0	0	0	0.0425405413405924	0.480787179241436	0.418872304217247	0	0	0	0.501295736292905	0.799097620608983	0.445581522512322	0	0	0	2	-1.74597487941421	0.942200024799275	0	1.98397811638063
NM_001032190.2	FBgn0001196	2L	21513609	21513809	500	+	1509	1172	1352	1588	2757	3119	3872	3395	3339	3032	3865	3705	1348	1413	1688	739	944	889	1415	511	2039	2167	2079	1461	2451	3726	3318	2255	2761	3303	3168	1692	2691	2451	1730	590	1767	3315	2329	1699	1906	1543	2113	959	3685	2738	3687	4023	298	190	120	321	322	122	344	99	253	211	188	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.103384609923709	-0.614798619641379	-0.127809332693028	-0.516362784119345	-0.458180209810448	0.105758433821187	0.0413129916510029	-0.468176441958314	-0.379573446642591	-0.26593242087185	-0.465884353363316	-0.161772197227405	0.360515607302195	0.281841624707825	0.55098342900533	5	0.254365629051873	-1.79298341682645	-0.806436896949902	1.98238035578942
NM_001259925.2	FBgn0262482	3L	21065851	21066051	500	+	11	46	28	21	15	34	22	85	53	39	66	77	735	872	1170	367	518	294	949	317	972	996	427	395	139	278	212	126	75	106	190	82	170	123	137	40	406	659	528	397	429	332	625	263	1141	812	829	930	65	37	23	39	23	15	60	18	53	35	40	25	9.59870829024434	9.54551418447842	9.65547889121536	9.67226284963207	9.89869903317699	9.60946485952379	10.3089843847121	9.8378723423928	9.68583843776335	9.77434789505058	9.75415853291708	9.82503703783366	9.78149069264037	9.4385010079736	9.80487773101854	9.83798328360242	9.67146909323841	9.75903481060154	10.2804403647952	10.3819124154119	9.85306819221615	9.75094374518443	10.4543448142612	10.3716391736037	9.64774626422611	9.85003626006146	10.199816959834	10.6465504054988	9.97531847782469	9.78883596605221	10.5294025291421	10.2357993307314	10.4275747735766	10.1529163331272	10.0058256603538	10.3104541574774	9.92153470190312	9.91672945029335	10.2514998399177	9.99731770303509	9.76243082117418	9.66644438633429	9.98791369645861	9.88527734750011	10.2495959210999	9.98138892367534	10.2002181466851	10.1656159175946	CG43072	CG43072	protein_coding	0	0	0	-0.362473587962639	-0.791967552066077	-0.817560533584975	-0.183770395838382	0	0	0.153904671758874	-0.0682422157278077	-0.113126119225212	0	0	0	5	0.0274636631941457	-1.97200167361369	-0.183770395838382	1.98073633074113
NM_001038931.2	FBgn0053983	3L	15529043	15529243	500	-	15	38	32	30	4	14	16	23	33	15	52	56	190	264	275	109	269	321	301	122	503	467	556	374	123	279	67	150	53	100	107	40	68	71	92	29	220	380	276	261	304	285	254	100	576	457	654	681	232	80	223	228	146	92	151	127	111	86	76	96	9.14167371832201	9.00769703781341	9.19333975030838	9.12938289153522	8.94935869368937	9.14942074324763	8.99490703332409	9.11740682255583	9.3479488967582	9.35513761017108	9.57026106004613	9.39164093823239	9.43895124222256	9.35092397790539	9.70745856581423	9.55717438568406	9.40377401792495	9.20145443378208	9.14948249768324	8.90329012683051	9.18492538918207	9.03588673826583	8.87516283330134	9.31505920180575	9.29505840109897	8.65618591955091	9.22472188120748	8.65618591955091	8.84675824593868	9.34602067549707	8.92249928020602	9.83476385172126	9.08058896295343	9.68542514225397	9.36278814080539	9.09514691463226	8.65618591955091	8.95309348576596	8.65618591955091	9.36796514467134	8.97382733445277	9.50491808323388	9.30746796579852	9.84340663340991	9.01336029272043	9.38913501050971	9.06530131082328	9.24030179883442	CG33983	obst-H	protein_coding	0	0	0	-0.0667903238902614	0.116705777344048	-0.186679797982527	0	0	0	-0.346181355295606	-0.205262854811494	-0.145119109938913	0.256544245223064	-1.12085304859196	0.0755605188240784	3	0.696563320046013	1.84839750743212	0	1.97529081512439
